smiles,salt smiles,molality,temperature,mw
[Cu]C[Au],O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O.[Li+],0.5,80,5.0
[Cu]C[Au],O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O.[Li+],1.5,80,5.0
[Cu]C[Au],O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O.[Li+],4.5,80,5.0
[Cu]C[Au],FS([N-]S(=O)(F)=O)(=O)=O.[Li+],0.5,80,5.0
[Cu]C[Au],FS([N-]S(=O)(F)=O)(=O)=O.[Li+],1.5,80,5.0
[Cu]C[Au],FS([N-]S(=O)(F)=O)(=O)=O.[Li+],4.5,80,5.0
[Cu]C[Au],O=S(C(F)(F)C(F)(F)F)([N-]S(=O)(C(F)(F)C(F)(F)F)=O)=O.[Li+],0.5,80,5.0
[Cu]C[Au],O=S(C(F)(F)C(F)(F)F)([N-]S(=O)(C(F)(F)C(F)(F)F)=O)=O.[Li+],1.5,80,5.0
[Cu]C[Au],O=S(C(F)(F)C(F)(F)F)([N-]S(=O)(C(F)(F)C(F)(F)F)=O)=O.[Li+],4.5,80,5.0
[Cu]C[Au],F[B-](F)(F)F.[Li+],0.5,80,5.0
[Cu]C[Au],F[B-](F)(F)F.[Li+],1.5,80,5.0
[Cu]C[Au],F[B-](F)(F)F.[Li+],4.5,80,5.0
[Cu]C[Au],O=C1C(O[B-]2(OC(C(O2)=O)=O)O1)=O.[Li+],0.5,80,5.0
[Cu]C[Au],O=C1C(O[B-]2(OC(C(O2)=O)=O)O1)=O.[Li+],1.5,80,5.0
[Cu]C[Au],O=C1C(O[B-]2(OC(C(O2)=O)=O)O1)=O.[Li+],4.5,80,5.0
[Cu]C[Au],F[B-](O1)(F)OC(C1=O)=O.[Li+],0.5,80,5.0
[Cu]C[Au],F[B-](O1)(F)OC(C1=O)=O.[Li+],1.5,80,5.0
[Cu]C[Au],F[B-](O1)(F)OC(C1=O)=O.[Li+],4.5,80,5.0
[Cu]C[Au],F[P-](F)(F)(F)(F)F.[Li+],0.5,80,5.0
[Cu]C[Au],F[P-](F)(F)(F)(F)F.[Li+],1.5,80,5.0
[Cu]C[Au],F[P-](F)(F)(F)(F)F.[Li+],4.5,80,5.0
[Cu]C[Au],O=Cl(=O)([O-])=O.[Li+],0.5,80,5.0
[Cu]C[Au],O=Cl(=O)([O-])=O.[Li+],1.5,80,5.0
[Cu]C[Au],O=Cl(=O)([O-])=O.[Li+],4.5,80,5.0
[Cu]C(C)C[Au],O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O.[Li+],0.5,80,5.0
[Cu]C(C)C[Au],O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O.[Li+],1.5,80,5.0
[Cu]C(C)C[Au],O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O.[Li+],4.5,80,5.0
[Cu]C(C)C[Au],FS([N-]S(=O)(F)=O)(=O)=O.[Li+],0.5,80,5.0
[Cu]C(C)C[Au],FS([N-]S(=O)(F)=O)(=O)=O.[Li+],1.5,80,5.0
[Cu]C(C)C[Au],FS([N-]S(=O)(F)=O)(=O)=O.[Li+],4.5,80,5.0
[Cu]C(C)C[Au],O=S(C(F)(F)C(F)(F)F)([N-]S(=O)(C(F)(F)C(F)(F)F)=O)=O.[Li+],0.5,80,5.0
[Cu]C(C)C[Au],O=S(C(F)(F)C(F)(F)F)([N-]S(=O)(C(F)(F)C(F)(F)F)=O)=O.[Li+],1.5,80,5.0
[Cu]C(C)C[Au],O=S(C(F)(F)C(F)(F)F)([N-]S(=O)(C(F)(F)C(F)(F)F)=O)=O.[Li+],4.5,80,5.0
[Cu]C(C)C[Au],F[B-](F)(F)F.[Li+],0.5,80,5.0
[Cu]C(C)C[Au],F[B-](F)(F)F.[Li+],1.5,80,5.0
[Cu]C(C)C[Au],F[B-](F)(F)F.[Li+],4.5,80,5.0
[Cu]C(C)C[Au],O=C1C(O[B-]2(OC(C(O2)=O)=O)O1)=O.[Li+],0.5,80,5.0
[Cu]C(C)C[Au],O=C1C(O[B-]2(OC(C(O2)=O)=O)O1)=O.[Li+],1.5,80,5.0
[Cu]C(C)C[Au],O=C1C(O[B-]2(OC(C(O2)=O)=O)O1)=O.[Li+],4.5,80,5.0
[Cu]C(C)C[Au],F[B-](O1)(F)OC(C1=O)=O.[Li+],0.5,80,5.0
[Cu]C(C)C[Au],F[B-](O1)(F)OC(C1=O)=O.[Li+],1.5,80,5.0
[Cu]C(C)C[Au],F[B-](O1)(F)OC(C1=O)=O.[Li+],4.5,80,5.0
[Cu]C(C)C[Au],F[P-](F)(F)(F)(F)F.[Li+],0.5,80,5.0
[Cu]C(C)C[Au],F[P-](F)(F)(F)(F)F.[Li+],1.5,80,5.0
[Cu]C(C)C[Au],F[P-](F)(F)(F)(F)F.[Li+],4.5,80,5.0
[Cu]C(C)C[Au],O=Cl(=O)([O-])=O.[Li+],0.5,80,5.0
[Cu]C(C)C[Au],O=Cl(=O)([O-])=O.[Li+],1.5,80,5.0
[Cu]C(C)C[Au],O=Cl(=O)([O-])=O.[Li+],4.5,80,5.0
[Cu]C(CC)C[Au],O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O.[Li+],0.5,80,5.0
[Cu]C(CC)C[Au],O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O.[Li+],1.5,80,5.0
[Cu]C(CC)C[Au],O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O.[Li+],4.5,80,5.0
[Cu]C(CC)C[Au],FS([N-]S(=O)(F)=O)(=O)=O.[Li+],0.5,80,5.0
[Cu]C(CC)C[Au],FS([N-]S(=O)(F)=O)(=O)=O.[Li+],1.5,80,5.0
[Cu]C(CC)C[Au],FS([N-]S(=O)(F)=O)(=O)=O.[Li+],4.5,80,5.0
[Cu]C(CC)C[Au],O=S(C(F)(F)C(F)(F)F)([N-]S(=O)(C(F)(F)C(F)(F)F)=O)=O.[Li+],0.5,80,5.0
[Cu]C(CC)C[Au],O=S(C(F)(F)C(F)(F)F)([N-]S(=O)(C(F)(F)C(F)(F)F)=O)=O.[Li+],1.5,80,5.0
[Cu]C(CC)C[Au],O=S(C(F)(F)C(F)(F)F)([N-]S(=O)(C(F)(F)C(F)(F)F)=O)=O.[Li+],4.5,80,5.0
[Cu]C(CC)C[Au],F[B-](F)(F)F.[Li+],0.5,80,5.0
[Cu]C(CC)C[Au],F[B-](F)(F)F.[Li+],1.5,80,5.0
[Cu]C(CC)C[Au],F[B-](F)(F)F.[Li+],4.5,80,5.0
[Cu]C(CC)C[Au],O=C1C(O[B-]2(OC(C(O2)=O)=O)O1)=O.[Li+],0.5,80,5.0
[Cu]C(CC)C[Au],O=C1C(O[B-]2(OC(C(O2)=O)=O)O1)=O.[Li+],1.5,80,5.0
[Cu]C(CC)C[Au],O=C1C(O[B-]2(OC(C(O2)=O)=O)O1)=O.[Li+],4.5,80,5.0
[Cu]C(CC)C[Au],F[B-](O1)(F)OC(C1=O)=O.[Li+],0.5,80,5.0
[Cu]C(CC)C[Au],F[B-](O1)(F)OC(C1=O)=O.[Li+],1.5,80,5.0
[Cu]C(CC)C[Au],F[B-](O1)(F)OC(C1=O)=O.[Li+],4.5,80,5.0
[Cu]C(CC)C[Au],F[P-](F)(F)(F)(F)F.[Li+],0.5,80,5.0
[Cu]C(CC)C[Au],F[P-](F)(F)(F)(F)F.[Li+],1.5,80,5.0
[Cu]C(CC)C[Au],F[P-](F)(F)(F)(F)F.[Li+],4.5,80,5.0
[Cu]C(CC)C[Au],O=Cl(=O)([O-])=O.[Li+],0.5,80,5.0
[Cu]C(CC)C[Au],O=Cl(=O)([O-])=O.[Li+],1.5,80,5.0
[Cu]C(CC)C[Au],O=Cl(=O)([O-])=O.[Li+],4.5,80,5.0
[Cu]C(CCC)C[Au],O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O.[Li+],0.5,80,5.0
[Cu]C(CCC)C[Au],O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O.[Li+],1.5,80,5.0
[Cu]C(CCC)C[Au],O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O.[Li+],4.5,80,5.0
[Cu]C(CCC)C[Au],FS([N-]S(=O)(F)=O)(=O)=O.[Li+],0.5,80,5.0
[Cu]C(CCC)C[Au],FS([N-]S(=O)(F)=O)(=O)=O.[Li+],1.5,80,5.0
[Cu]C(CCC)C[Au],FS([N-]S(=O)(F)=O)(=O)=O.[Li+],4.5,80,5.0
[Cu]C(CCC)C[Au],O=S(C(F)(F)C(F)(F)F)([N-]S(=O)(C(F)(F)C(F)(F)F)=O)=O.[Li+],0.5,80,5.0
[Cu]C(CCC)C[Au],O=S(C(F)(F)C(F)(F)F)([N-]S(=O)(C(F)(F)C(F)(F)F)=O)=O.[Li+],1.5,80,5.0
[Cu]C(CCC)C[Au],O=S(C(F)(F)C(F)(F)F)([N-]S(=O)(C(F)(F)C(F)(F)F)=O)=O.[Li+],4.5,80,5.0
[Cu]C(CCC)C[Au],F[B-](F)(F)F.[Li+],0.5,80,5.0
[Cu]C(CCC)C[Au],F[B-](F)(F)F.[Li+],1.5,80,5.0
[Cu]C(CCC)C[Au],F[B-](F)(F)F.[Li+],4.5,80,5.0
[Cu]C(CCC)C[Au],O=C1C(O[B-]2(OC(C(O2)=O)=O)O1)=O.[Li+],0.5,80,5.0
[Cu]C(CCC)C[Au],O=C1C(O[B-]2(OC(C(O2)=O)=O)O1)=O.[Li+],1.5,80,5.0
[Cu]C(CCC)C[Au],O=C1C(O[B-]2(OC(C(O2)=O)=O)O1)=O.[Li+],4.5,80,5.0
[Cu]C(CCC)C[Au],F[B-](O1)(F)OC(C1=O)=O.[Li+],0.5,80,5.0
[Cu]C(CCC)C[Au],F[B-](O1)(F)OC(C1=O)=O.[Li+],1.5,80,5.0
[Cu]C(CCC)C[Au],F[B-](O1)(F)OC(C1=O)=O.[Li+],4.5,80,5.0
[Cu]C(CCC)C[Au],F[P-](F)(F)(F)(F)F.[Li+],0.5,80,5.0
[Cu]C(CCC)C[Au],F[P-](F)(F)(F)(F)F.[Li+],1.5,80,5.0
[Cu]C(CCC)C[Au],F[P-](F)(F)(F)(F)F.[Li+],4.5,80,5.0
[Cu]C(CCC)C[Au],O=Cl(=O)([O-])=O.[Li+],0.5,80,5.0
[Cu]C(CCC)C[Au],O=Cl(=O)([O-])=O.[Li+],1.5,80,5.0
[Cu]C(CCC)C[Au],O=Cl(=O)([O-])=O.[Li+],4.5,80,5.0
[Cu]C(C(C)C)C[Au],O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O.[Li+],0.5,80,5.0
[Cu]C(C(C)C)C[Au],O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O.[Li+],1.5,80,5.0
[Cu]C(C(C)C)C[Au],O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O.[Li+],4.5,80,5.0
[Cu]C(C(C)C)C[Au],FS([N-]S(=O)(F)=O)(=O)=O.[Li+],0.5,80,5.0
[Cu]C(C(C)C)C[Au],FS([N-]S(=O)(F)=O)(=O)=O.[Li+],1.5,80,5.0
[Cu]C(C(C)C)C[Au],FS([N-]S(=O)(F)=O)(=O)=O.[Li+],4.5,80,5.0
[Cu]C(C(C)C)C[Au],O=S(C(F)(F)C(F)(F)F)([N-]S(=O)(C(F)(F)C(F)(F)F)=O)=O.[Li+],0.5,80,5.0
[Cu]C(C(C)C)C[Au],O=S(C(F)(F)C(F)(F)F)([N-]S(=O)(C(F)(F)C(F)(F)F)=O)=O.[Li+],1.5,80,5.0
[Cu]C(C(C)C)C[Au],O=S(C(F)(F)C(F)(F)F)([N-]S(=O)(C(F)(F)C(F)(F)F)=O)=O.[Li+],4.5,80,5.0
[Cu]C(C(C)C)C[Au],F[B-](F)(F)F.[Li+],0.5,80,5.0
[Cu]C(C(C)C)C[Au],F[B-](F)(F)F.[Li+],1.5,80,5.0
[Cu]C(C(C)C)C[Au],F[B-](F)(F)F.[Li+],4.5,80,5.0
[Cu]C(C(C)C)C[Au],O=C1C(O[B-]2(OC(C(O2)=O)=O)O1)=O.[Li+],0.5,80,5.0
[Cu]C(C(C)C)C[Au],O=C1C(O[B-]2(OC(C(O2)=O)=O)O1)=O.[Li+],1.5,80,5.0
[Cu]C(C(C)C)C[Au],O=C1C(O[B-]2(OC(C(O2)=O)=O)O1)=O.[Li+],4.5,80,5.0
[Cu]C(C(C)C)C[Au],F[B-](O1)(F)OC(C1=O)=O.[Li+],0.5,80,5.0
[Cu]C(C(C)C)C[Au],F[B-](O1)(F)OC(C1=O)=O.[Li+],1.5,80,5.0
[Cu]C(C(C)C)C[Au],F[B-](O1)(F)OC(C1=O)=O.[Li+],4.5,80,5.0
[Cu]C(C(C)C)C[Au],F[P-](F)(F)(F)(F)F.[Li+],0.5,80,5.0
[Cu]C(C(C)C)C[Au],F[P-](F)(F)(F)(F)F.[Li+],1.5,80,5.0
[Cu]C(C(C)C)C[Au],F[P-](F)(F)(F)(F)F.[Li+],4.5,80,5.0
[Cu]C(C(C)C)C[Au],O=Cl(=O)([O-])=O.[Li+],0.5,80,5.0
[Cu]C(C(C)C)C[Au],O=Cl(=O)([O-])=O.[Li+],1.5,80,5.0
[Cu]C(C(C)C)C[Au],O=Cl(=O)([O-])=O.[Li+],4.5,80,5.0
[Cu]C(CCCC)C[Au],O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O.[Li+],0.5,80,5.0
[Cu]C(CCCC)C[Au],O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O.[Li+],1.5,80,5.0
[Cu]C(CCCC)C[Au],O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O.[Li+],4.5,80,5.0
[Cu]C(CCCC)C[Au],FS([N-]S(=O)(F)=O)(=O)=O.[Li+],0.5,80,5.0
[Cu]C(CCCC)C[Au],FS([N-]S(=O)(F)=O)(=O)=O.[Li+],1.5,80,5.0
[Cu]C(CCCC)C[Au],FS([N-]S(=O)(F)=O)(=O)=O.[Li+],4.5,80,5.0
[Cu]C(CCCC)C[Au],O=S(C(F)(F)C(F)(F)F)([N-]S(=O)(C(F)(F)C(F)(F)F)=O)=O.[Li+],0.5,80,5.0
[Cu]C(CCCC)C[Au],O=S(C(F)(F)C(F)(F)F)([N-]S(=O)(C(F)(F)C(F)(F)F)=O)=O.[Li+],1.5,80,5.0
[Cu]C(CCCC)C[Au],O=S(C(F)(F)C(F)(F)F)([N-]S(=O)(C(F)(F)C(F)(F)F)=O)=O.[Li+],4.5,80,5.0
[Cu]C(CCCC)C[Au],F[B-](F)(F)F.[Li+],0.5,80,5.0
[Cu]C(CCCC)C[Au],F[B-](F)(F)F.[Li+],1.5,80,5.0
[Cu]C(CCCC)C[Au],F[B-](F)(F)F.[Li+],4.5,80,5.0
[Cu]C(CCCC)C[Au],O=C1C(O[B-]2(OC(C(O2)=O)=O)O1)=O.[Li+],0.5,80,5.0
[Cu]C(CCCC)C[Au],O=C1C(O[B-]2(OC(C(O2)=O)=O)O1)=O.[Li+],1.5,80,5.0
[Cu]C(CCCC)C[Au],O=C1C(O[B-]2(OC(C(O2)=O)=O)O1)=O.[Li+],4.5,80,5.0
[Cu]C(CCCC)C[Au],F[B-](O1)(F)OC(C1=O)=O.[Li+],0.5,80,5.0
[Cu]C(CCCC)C[Au],F[B-](O1)(F)OC(C1=O)=O.[Li+],1.5,80,5.0
[Cu]C(CCCC)C[Au],F[B-](O1)(F)OC(C1=O)=O.[Li+],4.5,80,5.0
[Cu]C(CCCC)C[Au],F[P-](F)(F)(F)(F)F.[Li+],0.5,80,5.0
[Cu]C(CCCC)C[Au],F[P-](F)(F)(F)(F)F.[Li+],1.5,80,5.0
[Cu]C(CCCC)C[Au],F[P-](F)(F)(F)(F)F.[Li+],4.5,80,5.0
[Cu]C(CCCC)C[Au],O=Cl(=O)([O-])=O.[Li+],0.5,80,5.0
[Cu]C(CCCC)C[Au],O=Cl(=O)([O-])=O.[Li+],1.5,80,5.0
[Cu]C(CCCC)C[Au],O=Cl(=O)([O-])=O.[Li+],4.5,80,5.0
[Cu]C(CC(C)C)C[Au],O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O.[Li+],0.5,80,5.0
[Cu]C(CC(C)C)C[Au],O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O.[Li+],1.5,80,5.0
[Cu]C(CC(C)C)C[Au],O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O.[Li+],4.5,80,5.0
[Cu]C(CC(C)C)C[Au],FS([N-]S(=O)(F)=O)(=O)=O.[Li+],0.5,80,5.0
[Cu]C(CC(C)C)C[Au],FS([N-]S(=O)(F)=O)(=O)=O.[Li+],1.5,80,5.0
[Cu]C(CC(C)C)C[Au],FS([N-]S(=O)(F)=O)(=O)=O.[Li+],4.5,80,5.0
[Cu]C(CC(C)C)C[Au],O=S(C(F)(F)C(F)(F)F)([N-]S(=O)(C(F)(F)C(F)(F)F)=O)=O.[Li+],0.5,80,5.0
[Cu]C(CC(C)C)C[Au],O=S(C(F)(F)C(F)(F)F)([N-]S(=O)(C(F)(F)C(F)(F)F)=O)=O.[Li+],1.5,80,5.0
[Cu]C(CC(C)C)C[Au],O=S(C(F)(F)C(F)(F)F)([N-]S(=O)(C(F)(F)C(F)(F)F)=O)=O.[Li+],4.5,80,5.0
[Cu]C(CC(C)C)C[Au],F[B-](F)(F)F.[Li+],0.5,80,5.0
[Cu]C(CC(C)C)C[Au],F[B-](F)(F)F.[Li+],1.5,80,5.0
[Cu]C(CC(C)C)C[Au],F[B-](F)(F)F.[Li+],4.5,80,5.0
[Cu]C(CC(C)C)C[Au],O=C1C(O[B-]2(OC(C(O2)=O)=O)O1)=O.[Li+],0.5,80,5.0
[Cu]C(CC(C)C)C[Au],O=C1C(O[B-]2(OC(C(O2)=O)=O)O1)=O.[Li+],1.5,80,5.0
[Cu]C(CC(C)C)C[Au],O=C1C(O[B-]2(OC(C(O2)=O)=O)O1)=O.[Li+],4.5,80,5.0
[Cu]C(CC(C)C)C[Au],F[B-](O1)(F)OC(C1=O)=O.[Li+],0.5,80,5.0
[Cu]C(CC(C)C)C[Au],F[B-](O1)(F)OC(C1=O)=O.[Li+],1.5,80,5.0
[Cu]C(CC(C)C)C[Au],F[B-](O1)(F)OC(C1=O)=O.[Li+],4.5,80,5.0
[Cu]C(CC(C)C)C[Au],F[P-](F)(F)(F)(F)F.[Li+],0.5,80,5.0
[Cu]C(CC(C)C)C[Au],F[P-](F)(F)(F)(F)F.[Li+],1.5,80,5.0
[Cu]C(CC(C)C)C[Au],F[P-](F)(F)(F)(F)F.[Li+],4.5,80,5.0
[Cu]C(CC(C)C)C[Au],O=Cl(=O)([O-])=O.[Li+],0.5,80,5.0
[Cu]C(CC(C)C)C[Au],O=Cl(=O)([O-])=O.[Li+],1.5,80,5.0
[Cu]C(CC(C)C)C[Au],O=Cl(=O)([O-])=O.[Li+],4.5,80,5.0
[Cu]C(CCCCC)C[Au],O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O.[Li+],0.5,80,5.0
[Cu]C(CCCCC)C[Au],O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O.[Li+],1.5,80,5.0
[Cu]C(CCCCC)C[Au],O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O.[Li+],4.5,80,5.0
[Cu]C(CCCCC)C[Au],FS([N-]S(=O)(F)=O)(=O)=O.[Li+],0.5,80,5.0
[Cu]C(CCCCC)C[Au],FS([N-]S(=O)(F)=O)(=O)=O.[Li+],1.5,80,5.0
[Cu]C(CCCCC)C[Au],FS([N-]S(=O)(F)=O)(=O)=O.[Li+],4.5,80,5.0
[Cu]C(CCCCC)C[Au],O=S(C(F)(F)C(F)(F)F)([N-]S(=O)(C(F)(F)C(F)(F)F)=O)=O.[Li+],0.5,80,5.0
[Cu]C(CCCCC)C[Au],O=S(C(F)(F)C(F)(F)F)([N-]S(=O)(C(F)(F)C(F)(F)F)=O)=O.[Li+],1.5,80,5.0
[Cu]C(CCCCC)C[Au],O=S(C(F)(F)C(F)(F)F)([N-]S(=O)(C(F)(F)C(F)(F)F)=O)=O.[Li+],4.5,80,5.0
[Cu]C(CCCCC)C[Au],F[B-](F)(F)F.[Li+],0.5,80,5.0
[Cu]C(CCCCC)C[Au],F[B-](F)(F)F.[Li+],1.5,80,5.0
[Cu]C(CCCCC)C[Au],F[B-](F)(F)F.[Li+],4.5,80,5.0
[Cu]C(CCCCC)C[Au],O=C1C(O[B-]2(OC(C(O2)=O)=O)O1)=O.[Li+],0.5,80,5.0
[Cu]C(CCCCC)C[Au],O=C1C(O[B-]2(OC(C(O2)=O)=O)O1)=O.[Li+],1.5,80,5.0
[Cu]C(CCCCC)C[Au],O=C1C(O[B-]2(OC(C(O2)=O)=O)O1)=O.[Li+],4.5,80,5.0
[Cu]C(CCCCC)C[Au],F[B-](O1)(F)OC(C1=O)=O.[Li+],0.5,80,5.0
[Cu]C(CCCCC)C[Au],F[B-](O1)(F)OC(C1=O)=O.[Li+],1.5,80,5.0
[Cu]C(CCCCC)C[Au],F[B-](O1)(F)OC(C1=O)=O.[Li+],4.5,80,5.0
[Cu]C(CCCCC)C[Au],F[P-](F)(F)(F)(F)F.[Li+],0.5,80,5.0
[Cu]C(CCCCC)C[Au],F[P-](F)(F)(F)(F)F.[Li+],1.5,80,5.0
[Cu]C(CCCCC)C[Au],F[P-](F)(F)(F)(F)F.[Li+],4.5,80,5.0
[Cu]C(CCCCC)C[Au],O=Cl(=O)([O-])=O.[Li+],0.5,80,5.0
[Cu]C(CCCCC)C[Au],O=Cl(=O)([O-])=O.[Li+],1.5,80,5.0
[Cu]C(CCCCC)C[Au],O=Cl(=O)([O-])=O.[Li+],4.5,80,5.0
[Cu]C(CCC(C)C)C[Au],O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O.[Li+],0.5,80,5.0
[Cu]C(CCC(C)C)C[Au],O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O.[Li+],1.5,80,5.0
[Cu]C(CCC(C)C)C[Au],O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O.[Li+],4.5,80,5.0
[Cu]C(CCC(C)C)C[Au],FS([N-]S(=O)(F)=O)(=O)=O.[Li+],0.5,80,5.0
[Cu]C(CCC(C)C)C[Au],FS([N-]S(=O)(F)=O)(=O)=O.[Li+],1.5,80,5.0
[Cu]C(CCC(C)C)C[Au],FS([N-]S(=O)(F)=O)(=O)=O.[Li+],4.5,80,5.0
[Cu]C(CCC(C)C)C[Au],O=S(C(F)(F)C(F)(F)F)([N-]S(=O)(C(F)(F)C(F)(F)F)=O)=O.[Li+],0.5,80,5.0
[Cu]C(CCC(C)C)C[Au],O=S(C(F)(F)C(F)(F)F)([N-]S(=O)(C(F)(F)C(F)(F)F)=O)=O.[Li+],1.5,80,5.0
[Cu]C(CCC(C)C)C[Au],O=S(C(F)(F)C(F)(F)F)([N-]S(=O)(C(F)(F)C(F)(F)F)=O)=O.[Li+],4.5,80,5.0
[Cu]C(CCC(C)C)C[Au],F[B-](F)(F)F.[Li+],0.5,80,5.0
[Cu]C(CCC(C)C)C[Au],F[B-](F)(F)F.[Li+],1.5,80,5.0
[Cu]C(CCC(C)C)C[Au],F[B-](F)(F)F.[Li+],4.5,80,5.0
[Cu]C(CCC(C)C)C[Au],O=C1C(O[B-]2(OC(C(O2)=O)=O)O1)=O.[Li+],0.5,80,5.0
[Cu]C(CCC(C)C)C[Au],O=C1C(O[B-]2(OC(C(O2)=O)=O)O1)=O.[Li+],1.5,80,5.0
[Cu]C(CCC(C)C)C[Au],O=C1C(O[B-]2(OC(C(O2)=O)=O)O1)=O.[Li+],4.5,80,5.0
[Cu]C(CCC(C)C)C[Au],F[B-](O1)(F)OC(C1=O)=O.[Li+],0.5,80,5.0
[Cu]C(CCC(C)C)C[Au],F[B-](O1)(F)OC(C1=O)=O.[Li+],1.5,80,5.0
[Cu]C(CCC(C)C)C[Au],F[B-](O1)(F)OC(C1=O)=O.[Li+],4.5,80,5.0
[Cu]C(CCC(C)C)C[Au],F[P-](F)(F)(F)(F)F.[Li+],0.5,80,5.0
[Cu]C(CCC(C)C)C[Au],F[P-](F)(F)(F)(F)F.[Li+],1.5,80,5.0
[Cu]C(CCC(C)C)C[Au],F[P-](F)(F)(F)(F)F.[Li+],4.5,80,5.0
[Cu]C(CCC(C)C)C[Au],O=Cl(=O)([O-])=O.[Li+],0.5,80,5.0
[Cu]C(CCC(C)C)C[Au],O=Cl(=O)([O-])=O.[Li+],1.5,80,5.0
[Cu]C(CCC(C)C)C[Au],O=Cl(=O)([O-])=O.[Li+],4.5,80,5.0
[Cu]C(CCC(C)CC)C[Au],O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O.[Li+],0.5,80,5.0
[Cu]C(CCC(C)CC)C[Au],O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O.[Li+],1.5,80,5.0
[Cu]C(CCC(C)CC)C[Au],O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O.[Li+],4.5,80,5.0
[Cu]C(CCC(C)CC)C[Au],FS([N-]S(=O)(F)=O)(=O)=O.[Li+],0.5,80,5.0
[Cu]C(CCC(C)CC)C[Au],FS([N-]S(=O)(F)=O)(=O)=O.[Li+],1.5,80,5.0
[Cu]C(CCC(C)CC)C[Au],FS([N-]S(=O)(F)=O)(=O)=O.[Li+],4.5,80,5.0
[Cu]C(CCC(C)CC)C[Au],O=S(C(F)(F)C(F)(F)F)([N-]S(=O)(C(F)(F)C(F)(F)F)=O)=O.[Li+],0.5,80,5.0
[Cu]C(CCC(C)CC)C[Au],O=S(C(F)(F)C(F)(F)F)([N-]S(=O)(C(F)(F)C(F)(F)F)=O)=O.[Li+],1.5,80,5.0
[Cu]C(CCC(C)CC)C[Au],O=S(C(F)(F)C(F)(F)F)([N-]S(=O)(C(F)(F)C(F)(F)F)=O)=O.[Li+],4.5,80,5.0
[Cu]C(CCC(C)CC)C[Au],F[B-](F)(F)F.[Li+],0.5,80,5.0
[Cu]C(CCC(C)CC)C[Au],F[B-](F)(F)F.[Li+],1.5,80,5.0
[Cu]C(CCC(C)CC)C[Au],F[B-](F)(F)F.[Li+],4.5,80,5.0
[Cu]C(CCC(C)CC)C[Au],O=C1C(O[B-]2(OC(C(O2)=O)=O)O1)=O.[Li+],0.5,80,5.0
[Cu]C(CCC(C)CC)C[Au],O=C1C(O[B-]2(OC(C(O2)=O)=O)O1)=O.[Li+],1.5,80,5.0
[Cu]C(CCC(C)CC)C[Au],O=C1C(O[B-]2(OC(C(O2)=O)=O)O1)=O.[Li+],4.5,80,5.0
[Cu]C(CCC(C)CC)C[Au],F[B-](O1)(F)OC(C1=O)=O.[Li+],0.5,80,5.0
[Cu]C(CCC(C)CC)C[Au],F[B-](O1)(F)OC(C1=O)=O.[Li+],1.5,80,5.0
[Cu]C(CCC(C)CC)C[Au],F[B-](O1)(F)OC(C1=O)=O.[Li+],4.5,80,5.0
[Cu]C(CCC(C)CC)C[Au],F[P-](F)(F)(F)(F)F.[Li+],0.5,80,5.0
[Cu]C(CCC(C)CC)C[Au],F[P-](F)(F)(F)(F)F.[Li+],1.5,80,5.0
[Cu]C(CCC(C)CC)C[Au],F[P-](F)(F)(F)(F)F.[Li+],4.5,80,5.0
[Cu]C(CCC(C)CC)C[Au],O=Cl(=O)([O-])=O.[Li+],0.5,80,5.0
